,Training Set 1,Training Set 2,Training Set 3
0,0.2861415419692777,0.9967662256937607,0.696108130405781
1,0.28631967803200076,0.9120883430282155,0.8229883304043911
2,0.2861415419692777,0.09876637895653283,0.18920119638540042
3,0.28631967803200076,0.8765700440958741,0.7367875807133838
4,0.7665743027731775,0.6010127021347376,0.7098386162739743
5,0.7665743027731775,0.7356062755249084,0.7239720657080683
