,Training Set 1,Training Set 2,Training Set 3
0,0.2861415419692777,0.9277040925423161,0.7763108326048993
1,0.28631967803200076,0.4166897629910658,0.3352509342097726
2,0.2861415419692777,0.005796243950031126,0.22321276072600874
3,0.28631967803200076,0.13957414187545547,0.1901390243787966
4,0.7665743027731775,0.02403338957211862,0.6052281013580937
5,0.7665743027731775,0.21326143337936937,0.35388309587620126
