,Training Set 1,Training Set 2,Training Set 3
0,0.2861415419692777,0.8180918838555815,0.5531337839889174
1,0.28631967803200076,0.7947191483664438,0.38720402985489955
2,0.2861415419692777,0.6494120363168976,0.607935234897451
3,0.28631967803200076,0.46573376848341724,0.37235233506312343
4,0.7665743027731775,0.5437093313279558,0.7089266635036523
5,0.7665743027731775,0.6431258183456202,0.7113977444367965
