,Training Set 1,Training Set 2,Training Set 3
0,0.2861415419692777,0.923440206690441,0.681333227197498
1,0.28631967803200076,0.5290842098005186,0.33316592680531043
2,0.2861415419692777,0.8009869808786598,0.5247628036041302
3,0.28631967803200076,0.7806558393269463,0.6450227813259257
4,0.7665743027731775,0.756357542564611,0.7221540525502246
5,0.7665743027731775,0.7783520160873206,0.7276385495853437
